id,Country,Discipline[A1],Discipline[A2],Discipline[A3],Discipline[A4],Discipline[A5],Discipline[A6],Discipline[A7],Discipline[A8],Discipline[other],Gender,CareerStatus,Institution,NPublishedCor,PDepositedCor,CorSomeComparison[A1],CorSomeComparison[A2],CorSomeComparison[A3],CorSomeComparison[A4],CorSomeComparison[A5],CorSomeComparison[A6],CorSomeDeposited[A1],CorSomeDeposited[A2],CorSomeDeposited[A3],CorSomeDeposited[A4],CorSomeDeposited[A5],CorSomeDeposited[A6],CorSomeDeposited[A7],CorSomeDeposited[A8],CorSomeDeposited[A9],CorSomeDeposited[A10],CorSomeDeposited[A11],CorSomeDeposited[A12],CorSomeDeposited[A13],CorAllDeposited[A1],CorAllDeposited[A2],CorAllDeposited[A3],CorAllDeposited[A4],CorAllDeposited[A5],CorAllDeposited[A6],CorAllDeposited[A7],CorAllDeposited[A8],CorAllDeposited[A9],CorAllDeposited[A10],CorAllDeposited[A11],CorAllDeposited[A12],CorAllDeposited[A13],CorSomeNotDeposited[A1],CorSomeNotDeposited[A2],CorSomeNotDeposited[A3],CorSomeNotDeposited[A4],CorSomeNotDeposited[A5],CorSomeNotDeposited[A6],CorSomeNotDeposited[A7],CorSomeNotDeposited[A8],CorSomeNotDeposited[A9],CorNoneNotDeposited[A1],CorNoneNotDeposited[A2],CorNoneNotDeposited[A3],CorNoneNotDeposited[A4],CorNoneNotDeposited[A5],CorNoneNotDeposited[A6],CorNoneNotDeposited[A7],CorNoneNotDeposited[A8],CorNoneNotDeposited[A9],Region
337,the United Kingdom of Great Britain and Northern Ireland,,,,,Multidisciplinary,,,,Systems thinking,Male,Retired,Other,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Global North
338,Belgium,,,,,,,Social sciences,,,Male,Retired,University,21+,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Disagree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
339,United States of America,Arts and humanities,,,,,,Social sciences,,,Female,Associate professor,University,6-10,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Neutral,Agree,Neutral,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,Global North
340,Poland,,,,,,,Social sciences,,,Male,Assistant professor,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Global North
341,Canada,Arts and humanities,"Business, management and accounting",,"Economics, econometrics and finance",Multidisciplinary,,Social sciences,,,Female,Associate professor,University,6-10,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly agree,Neutral,Agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,Global North
342,United States of America,,,,,,Psychology,,,,Male,Postdoctoral researcher,Non-university research institution,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Strongly disagree,Disagree,Global North
344,United States of America,,,,,,,Social sciences,,,Male,Assistant professor,University,11-20,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Agree,Agree,Strongly agree,Neutral,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Agree,Neutral,,,,,,,,,,,,,,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Disagree,,,,,,,,,,Global North
346,United States of America,,"Business, management and accounting",,"Economics, econometrics and finance",,,Social sciences,,,Female,Associate professor,University,6-10,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Neutral,,,,,,,,,,,,,,,,,,,Global North
347,Brazil,,,,"Economics, econometrics and finance",,,,,,Male,Postdoctoral researcher,University,3-5,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,Global South
348,the United Kingdom of Great Britain and Northern Ireland,,,,,Multidisciplinary,Psychology,Social sciences,,,Female,Professor,University,3-5,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,Disagree,Strongly agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
349,Viet Nam,Arts and humanities,,,,,,Social sciences,,,Male,Associate professor,University,6-10,Some of these articles were also deposited as preprints*,Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,,,,,,,,,,Global South
350,Ghana,,,,,,,Social sciences,,,Male,Lecturer,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Global South
352,United States of America,,,,,,Psychology,Social sciences,,,Female,Assistant professor,University,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Global North
353,Germany,,,,,,,Social sciences,,,Female,Assistant professor,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Global North
354,United States of America,,,,,,,Social sciences,,,Female,Professor,University,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Disagree,Neutral,Strongly disagree,Neutral,Neutral,Disagree,Disagree,Global North
355,Austria,,,,,,,Social sciences,,,Female,Postdoctoral researcher,Non-university research institution,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Global North
356,United States of America,Arts and humanities,,Decision sciences,,,,,,,Male,Associate professor,University,6-10,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Neutral,Agree,Disagree,,,,,,,,,,,,,,,,,,,Global North
357,Germany,,,,,,Psychology,,,,Male,Professor,University,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Global North
358,Finland,,,,,,,Social sciences,,,Male,Professor,University,6-10,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Disagree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,,,,,,,,,,Global North
359,United States of America,,,,,,,Social sciences,,,Male,Other,Non-university research institution,11-20,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Agree,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Disagree,,,,,,,,,,,,,,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,,,,,,,,,,Global North
360,Iran (Islamic Republic of),Arts and humanities,,,,,,,,,Female,Associate professor,University,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Strongly disagree,Global South
361,Austria,,,,,,,Social sciences,,,Female,Postdoctoral researcher,University,6-10,Some of these articles were also deposited as preprints*,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,,,,,,,,,,,,,,Disagree,Strongly agree,Strongly agree,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,,,,,,,,,,Global North
362,United States of America,,,,,Multidisciplinary,,,,,Male,Postdoctoral researcher,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Global North
364,Switzerland,Arts and humanities,,,,,,,,,Male,Postdoctoral researcher,University,11-20,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Disagree,,,,,,,,,,,,,,,,,,,Global North
365,Spain,,,,,,,Social sciences,,,Male,Associate professor,University,21+,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Strongly disagree,Neutral,,,,,,,,,,Global North
366,Germany,Arts and humanities,,,,,,Social sciences,,,Male,Postdoctoral researcher,University,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Global North
367,Spain,,,,,,,Social sciences,,,Female,Professor,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Strongly disagree,Neutral,Neutral,Agree,Neutral,Disagree,Global North
368,Canada,,,,,,,Social sciences,,,Female,Associate professor,University,21+,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
370,Spain,,,,,,,Social sciences,,,Male,Associate professor,University,11-20,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Disagree,,,,,,,,,,,,,,,,,,,Global North
371,Italy,,"Business, management and accounting",,,,,,,,Male,Assistant professor,University,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Agree,Agree,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Global North
372,the United Kingdom of Great Britain and Northern Ireland,,,,,,,,,Law,Female,Associate professor,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Neutral,Agree,Strongly disagree,Neutral,Global North
373,United States of America,,,,,,,Social sciences,,,Female,Associate professor,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Global North
374,United States of America,,,,,,,Social sciences,,,Male,Professor,University,21+,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,Global North
375,Switzerland,,,,,,,Social sciences,,,Male,Postdoctoral researcher,University,21+,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Strongly agree,Neutral,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Neutral,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,Global North
376,Ireland,,,,,Multidisciplinary,Psychology,,,,Male,Other,Non-university research institution,21+,Some of these articles were also deposited as preprints*,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Strongly agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,Global North
378,the United Kingdom of Great Britain and Northern Ireland,,,,,,,Social sciences,,,Female,Professor,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Global North
379,Netherlands,Arts and humanities,,,,,,,,,Male,Assistant professor,University,11-20,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Neutral,Agree,Agree,,,,,,,,,,,,,,,,,,,Global North
380,United States of America,,,Decision sciences,,Multidisciplinary,,,,,Male,Researcher,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Global North
381,United States of America,,,,,,,Social sciences,,,Male,Professor,University,21+,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Neutral,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,,,,,,,,,,,,,,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,,,,,,,,,,Global North
382,Germany,,,,,,,,,Energy economics,Male,Business or industry professional,Business or industry,3-5,Some of these articles were also deposited as preprints*,Disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,,,,,,,,,,,,,,Agree,Agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
383,India,,,,,Multidisciplinary,,,,,Male,Assistant professor,University,11-20,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,Global South
384,Poland,,"Business, management and accounting",,,,,,,,Male,Associate professor,University,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Global North
385,Germany,,"Business, management and accounting",,,,,,,,Male,Postdoctoral researcher,University,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Global North
386,the United Kingdom of Great Britain and Northern Ireland,,,,,,,,,Medicine,Male,Professor,University,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Global North
387,Indonesia,Arts and humanities,,,,,,,,,Male,Assistant professor,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Global South
389,Chile,,,,,,,Social sciences,,,Male,Business or industry professional,University,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Global South
391,Ireland,,,,,,Psychology,,,,Female,Assistant professor,University,11-20,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Neutral,Agree,Neutral,,,,,,,,,,,,,,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,,,,,,,,,,Global North
392,Canada,,"Business, management and accounting",,,,,,,,Prefer not to say,Professor,University,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Global North
393,United States of America,,,,,,,Social sciences,,,Male,Researcher,Non-university research institution,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Global North
394,Uruguay,,,,,,,Social sciences,,,Female,Assistant professor,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Global South
395,Spain,,,,,,,Social sciences,,,Male,Professor,University,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Global North
396,Netherlands,,,,"Economics, econometrics and finance",,,,,,Male,Associate professor,Non-university research institution,21+,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,Global North
