id,submitdate,lastpage,startlanguage,startdate,datestamp,Country,Country[other],Discipline[A3],Discipline[A2],Discipline[A4],Discipline[A1],Discipline[A5],Discipline[other],Gender,CareerStatus,CareerStatus[other],Institution,Institution[other],NPublishedCor,PDepositedCor,CorSomeComparison[A1],CorSomeComparison[A2],CorSomeComparison[A3],CorSomeComparison[A4],CorSomeComparison[A5],CorSomeComparison[A6],CorSomeDeposited[A1],CorSomeDeposited[A2],CorSomeDeposited[A3],CorSomeDeposited[A4],CorSomeDeposited[A5],CorSomeDeposited[A6],CorSomeDeposited[A7],CorSomeDeposited[A8],CorSomeDeposited[A9],CorSomeDeposited[A10],CorSomeDeposited[A11],CorSomeDeposited[A12],CorSomeDeposited[A13],CorAllDeposited[A1],CorAllDeposited[A2],CorAllDeposited[A3],CorAllDeposited[A4],CorAllDeposited[A5],CorAllDeposited[A6],CorAllDeposited[A7],CorAllDeposited[A8],CorAllDeposited[A9],CorAllDeposited[A10],CorAllDeposited[A11],CorAllDeposited[A12],CorAllDeposited[A13],CorSomeNotDeposited[A1],CorSomeNotDeposited[A2],CorSomeNotDeposited[A3],CorSomeNotDeposited[A4],CorSomeNotDeposited[A5],CorSomeNotDeposited[A6],CorSomeNotDeposited[A7],CorSomeNotDeposited[A8],CorSomeNotDeposited[A9],CorNoneNotDeposited[A1],CorNoneNotDeposited[A2],CorNoneNotDeposited[A3],CorNoneNotDeposited[A4],CorNoneNotDeposited[A5],CorNoneNotDeposited[A6],CorNoneNotDeposited[A7],CorNoneNotDeposited[A8],CorNoneNotDeposited[A9],interviewtime,groupTime1260,CountryTime,DisciplineTime,GenderTime,CareerStatusTime,InstitutionTime,groupTime1258,NPublishedCorTime,PDepositedCorTime,groupTime1259,CorSomeComparisonTime,CorComparisonFreeTime,CorSomeDepositedTime,CorAllDepositedTime,CorDepositedFreeTime,CorSomeNotDepositedTime,CorNoneNotDepositedTime,CorNotDepositedFreeTime,groupTime1261,FeedbackSurveyTime,FollowUpParticipantTime,FollowUpEmailTime
298,2020-12-03 15:41:34,4.0,en,2020-12-03 15:37:34,2020-12-03 15:41:34,United States of America,,Yes,No,No,No,No,,Male,Assistant Professor,,University,,3-5,Some of these articles were also deposited as working paper*,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,,,,,,,,,,,,,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,241.92,44.79,,,,,,36.56,,,150.26,,,,,,,,,10.31,,,
299,2020-12-03 15:40:17,4.0,en,2020-12-03 15:37:40,2020-12-03 15:40:17,United States of America,,No,No,Yes,No,No,,Male,Associate Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Disagree,Agree,Disagree,,,,,,,,,,,,,,,,,,,159.06,33.86,,,,,,33.11,,,79.53,,,,,,,,,12.56,,,
300,2020-12-03 15:45:52,4.0,en,2020-12-03 15:37:50,2020-12-03 15:45:52,United States of America,,Yes,Yes,No,No,No,Political economy,Male,Associate Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Strongly agree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Neutral,,,,,,,,,,484.08,67.21,,,,,,63.49,,,339.83,,,,,,,,,13.55,,,
301,2020-12-03 15:42:49,4.0,en,2020-12-03 15:39:11,2020-12-03 15:42:49,Italy,,Yes,No,No,No,No,,Male,Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,,,,219.15,62.7,,,,,,29.08,,,87.06,,,,,,,,,40.31,,,
302,2020-12-03 15:44:15,4.0,en,2020-12-03 15:40:07,2020-12-03 15:44:15,United States of America,,Yes,No,No,No,No,,Male,Professor,,University,,21+,Some of these articles were also deposited as working paper*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Strongly agree,,,,,,,,,,,,,,Strongly disagree,Agree,Agree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,250.44,42.89,,,,,,19.1,,,173.94,,,,,,,,,14.51,,,
303,2020-12-03 15:44:41,4.0,en,2020-12-03 15:40:11,2020-12-03 15:44:41,United States of America,,Yes,No,No,No,No,,Female,Associate Professor,,University,,3-5,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Agree,Agree,Neutral,Neutral,,,,,,,,,,,,,,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,,,,,,,,,,270.28,36.92,,,,,,35.01,,,181.99,,,,,,,,,16.36,,,
304,2020-12-03 15:44:00,4.0,en,2020-12-03 15:40:49,2020-12-03 15:44:00,Poland,,Yes,No,No,No,No,,Male,Assistant Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Agree,Neutral,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,192.94,30.08,,,,,,13.36,,,135.52,,,,,,,,,13.98,,,
305,,,en,2020-12-03 15:42:00,2020-12-03 15:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
306,2020-12-03 15:46:45,4.0,en,2020-12-03 15:44:05,2020-12-03 15:46:45,Poland,,Yes,No,No,No,No,,Male,Professor,,University,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,162.33,34.44,,,,,,25.79,,,77.66,,,,,,,,,24.44,,,
307,2020-12-03 15:50:02,4.0,en,2020-12-03 15:44:56,2020-12-03 15:50:02,Austria,,No,No,No,No,No,Economic Geography,Male,Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Neutral,Disagree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,306.92,40.29,,,,,,25.24,,,231.05,,,,,,,,,10.34,,,
308,2020-12-03 15:50:35,4.0,en,2020-12-03 15:48:46,2020-12-03 15:50:35,Norway,,No,No,No,No,No,Marketing,Female,Associate Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Strongly disagree,Neutral,110.63,27.17,,,,,,14.24,,,62.37,,,,,,,,,6.85,,,
309,2020-12-03 15:54:45,4.0,en,2020-12-03 15:52:28,2020-12-03 15:54:45,Germany,,Yes,No,No,No,No,Sustainable food supply chains ,Female,PhD student,,University,,1-2,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,139.3,44.35,,,,,,14.49,,,62.56,,,,,,,,,17.9,,,
310,2020-12-03 16:02:18,4.0,en,2020-12-03 15:53:35,2020-12-03 16:02:18,Hungary,,Yes,No,No,No,No,Health Economics,Male,Associate Professor,,University,,11-20,Some of these articles were also deposited as working paper*,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,,,,,,,,,,,,,,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Neutral,,,,,,,,,,525.92,46.91,,,,,,39.61,,,418.56,,,,,,,,,20.84,,,
311,2020-12-03 16:05:51,4.0,en,2020-12-03 15:59:57,2020-12-03 16:05:51,the United Kingdom of Great Britain and Northern Ireland,,No,No,No,No,No,Environmental / Ecological Economics,Male,Professor,,University,,21+,Some of these articles were also deposited as working paper*,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,,,,,,,,,,351.21,57.07,,,,,,14.69,,,265.55,,,,,,,,,13.9,,,
312,2020-12-03 16:15:35,4.0,en,2020-12-03 16:01:56,2020-12-03 16:15:35,United States of America,,Yes,No,No,No,No,,Male,Assistant Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Neutral,Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Strongly disagree,Disagree,Disagree,,,,,,,,,,,,,,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,,,,,,,,,,821.68,50.92,,,,,,25.53,,,709.19,,,,,,,,,36.04,,,
313,2020-12-03 16:07:08,4.0,en,2020-12-03 16:02:38,2020-12-03 16:07:08,Germany,,No,No,No,No,No,Computer Science,Male,Associate Professor,,University,,21+,Some of these articles were also deposited as working paper*,Neutral,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,271.64,49.46,,,,,,11.33,,,154.11,,,,,,,,,56.74,,,
314,2020-12-03 16:07:19,4.0,en,2020-12-03 16:02:53,2020-12-03 16:07:19,Spain,,No,No,No,No,No,Urban planning,Female,Professor,,University,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly agree,Neutral,Disagree,Neutral,Neutral,Strongly agree,,,,,,,,,,,,,,,,,,,267.25,72.57,,,,,,62.38,,,123.0,,,,,,,,,9.3,,,
315,2020-12-03 16:11:44,4.0,en,2020-12-03 16:06:08,2020-12-03 16:11:44,Netherlands,,No,No,No,No,No,Economic history and sociology ,Male,Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,337.84,74.3,,,,,,23.91,,,141.13,,,,,,,,,98.5,,,
316,2020-12-03 16:09:48,4.0,en,2020-12-03 16:06:14,2020-12-03 16:09:48,the United Kingdom of Great Britain and Northern Ireland,,No,No,No,No,No,sociology,Male,Other,EMERITUS PROFESSOR,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,214.89,106.76,,,,,,34.69,,,56.29,,,,,,,,,17.15,,,
317,2020-12-03 16:12:48,4.0,en,2020-12-03 16:08:07,2020-12-03 16:12:48,Italy,,No,Yes,No,No,No,,Female,Assistant Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly agree,,,,,,,,,,,,,,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,,,,,,,,,282.73,53.03,,,,,,19.9,,,194.27,,,,,,,,,15.53,,,
318,2020-12-03 16:15:22,4.0,en,2020-12-03 16:11:49,2020-12-03 16:15:22,United States of America,,No,No,No,No,No,Marketing,Female,Associate Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Strongly agree,Neutral,Agree,Neutral,Agree,Strongly agree,Strongly disagree,Neutral,214.43,86.07,,,,,,51.13,,,55.63,,,,,,,,,21.6,,,
319,2020-12-03 16:27:53,4.0,en,2020-12-03 16:18:19,2020-12-03 16:27:53,Kenya,,Yes,No,No,No,No,Development Economics,Male,Other,CGIAR scientist,Non-university research institution,,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,,,,,,,,,,574.88,64.67,,,,,,12.76,,,481.18,,,,,,,,,16.27,,,
320,,,en,2020-12-03 16:19:32,2020-12-03 16:19:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
321,2020-12-03 16:26:14,4.0,en,2020-12-03 16:20:20,2020-12-03 16:26:14,Iran (Islamic Republic of),,No,No,No,No,Yes,Accounting,Male,Associate Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,,,,,,,,,,,,,,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,,,,,,,,,,354.87,82.34,,,,,,54.92,,,192.98,,,,,,,,,24.63,,,
322,2020-12-03 16:28:34,4.0,en,2020-12-03 16:23:33,2020-12-03 16:28:33,the United Kingdom of Great Britain and Northern Ireland,,Yes,Yes,Yes,Yes,No,,Male,Assistant Professor,,University,,3-5,Some of these articles were also deposited as working paper*,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,Strongly disagree,Neutral,Neutral,Strongly agree,Strongly disagree,Neutral,Agree,Neutral,Neutral,,,,,,,,,,302.58,82.7,,,,,,18.44,,,176.44,,,,,,,,,25.0,,,
323,,2.0,en,2020-12-03 16:24:06,2020-12-03 16:26:46,Iran (Islamic Republic of),,No,No,No,No,No,Engineering,Female,Postdoctoral researcher,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.58,47.37,,,,,,113.21,,,,,,,,,,,,,,,
324,2020-12-03 16:27:48,4.0,en,2020-12-03 16:24:48,2020-12-03 16:27:48,Netherlands,,No,No,No,No,No,Agriculture,Male,PhD student,,University,,1-2,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Neutral,Strongly disagree,Disagree,181.15,57.05,,,,,,51.57,,,65.2,,,,,,,,,7.33,,,
325,2020-12-03 16:30:10,4.0,en,2020-12-03 16:27:04,2020-12-03 16:30:10,Austria,,Yes,No,No,No,No,,Female,PhD student,,Non-university research institution,,1-2,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Disagree,Neutral,Strongly disagree,,,,,,,,,,,,,,,,,,,188.15,30.41,,,,,,27.18,,,110.85,,,,,,,,,19.71,,,
326,,2.0,en,2020-12-03 16:28:35,2020-12-03 16:33:51,Singapore,,Yes,No,No,No,No,,Male,Assistant Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.28,61.02,,,,,,70.74,,,185.52,,,,,,,,,,,,
327,2020-12-03 16:32:03,4.0,en,2020-12-03 16:29:46,2020-12-03 16:32:03,United States of America,,No,No,No,No,No,Political Science,Male,Professor,,University,,21+,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,138.0,63.79,,,,,,16.71,,,48.29,,,,,,,,,9.21,,,
328,,2.0,en,2020-12-03 16:38:43,2020-12-03 16:40:56,Austria,,No,No,Yes,No,No,,Male,Associate Professor,,University,,6-10,Some of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.21,46.73,,,,,,86.48,,,,,,,,,,,,,,,
329,2020-12-03 16:42:43,4.0,en,2020-12-03 16:39:25,2020-12-03 16:42:43,Canada,,Yes,No,No,No,No,Management,Prefer not to say,Associate Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,200.89,43.67,,,,,,27.58,,,76.65,,,,,,,,,52.99,,,
330,2020-12-03 16:49:22,4.0,en,2020-12-03 16:43:17,2020-12-03 16:49:22,Austria,,Yes,No,No,No,No,,Male,Postdoctoral researcher,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Agree,Disagree,Strongly disagree,367.22,38.68,,,,,,161.66,,,132.45,,,,,,,,,34.43,,,
331,2020-12-03 16:58:16,4.0,en,2020-12-03 16:45:02,2020-12-03 16:58:16,Italy,,Yes,No,No,No,No,,Male,Postdoctoral researcher,,University,,3-5,Some of these articles were also deposited as working paper*,Neutral,Agree,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Strongly disagree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,,,,,,,,,,794.69,38.0,,,,,,24.03,,,270.61,,,,,,,,,462.05,,,
332,,,en,2020-12-03 16:47:04,2020-12-03 16:47:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
333,2020-12-03 16:50:23,4.0,en,2020-12-03 16:48:07,2020-12-03 16:50:23,United States of America,,No,No,No,No,No,business,Male,Assistant Professor,,University,,6-10,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,137.36,48.38,,,,,,20.6,,,59.06,,,,,,,,,9.32,,,
334,,2.0,en,2020-12-03 16:49:07,2020-12-03 16:50:12,Lithuania,,No,No,No,No,Yes,,Female,PhD student,,University,,6-10,Some of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.02,27.19,,,,,,38.83,,,,,,,,,,,,,,,
335,2020-12-03 16:56:05,4.0,en,2020-12-03 16:52:40,2020-12-03 16:56:05,Sweden,,Yes,No,No,No,No,,Female,Professor,,University,,21+,Some of these articles were also deposited as working paper*,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,207.4,16.16,,,,,,32.9,,,144.8,,,,,,,,,13.54,,,
336,,1.0,en,2020-12-03 16:54:02,2020-12-03 16:54:56,Benin,,Yes,Yes,Yes,Yes,No,,Male,PhD student,,University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.08,54.08,,,,,,,,,,,,,,,,,,,,,
337,2020-12-03 17:01:20,4.0,en,2020-12-03 16:56:28,2020-12-03 17:01:20,United States of America,,No,No,No,No,No,Accounting,Male,Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,,,,,,,,,,,,,,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,,,,,,,,,,293.44,43.27,,,,,,50.24,,,193.47,,,,,,,,,6.46,,,
338,2020-12-03 17:07:06,4.0,en,2020-12-03 17:01:18,2020-12-03 17:07:06,Russian Federation,,No,No,No,No,No,"Political Science, Sociology",Male,Assistant Professor,,University,,3-5,Some of these articles were also deposited as working paper*,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly agree,Disagree,Neutral,Disagree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,351.03,50.49,,,,,,83.8,,,207.84,,,,,,,,,8.9,,,
339,2020-12-03 17:09:36,4.0,en,2020-12-03 17:02:01,2020-12-03 17:09:36,France,,No,No,No,No,Yes,,Female,Postdoctoral researcher,,University,,6-10,Some of these articles were also deposited as working paper*,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,456.61,33.45,,,,,,25.3,,,379.62,,,,,,,,,18.24,,,
340,2020-12-03 17:08:30,4.0,en,2020-12-03 17:04:08,2020-12-03 17:08:30,Germany,,No,Yes,No,No,No,,Male,Other,retired,Non-university research institution,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Disagree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,263.66,78.14,,,,,,39.08,,,115.91,,,,,,,,,30.53,,,
341,,2.0,en,2020-12-03 17:09:26,2020-12-03 17:10:32,India,,No,No,No,No,No,Computational Game Theory,Male,Assistant Professor,,University,,6-10,Some of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.9,43.47,,,,,,22.43,,,,,,,,,,,,,,,
342,,,en,2020-12-03 17:18:22,2020-12-03 17:18:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
343,2020-12-03 17:24:52,4.0,en,2020-12-03 17:22:17,2020-12-03 17:24:52,United States of America,,Yes,No,No,No,No,,Male,Other,Economist at International Organization,Non-university research institution,,6-10,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,157.35,56.37,,,,,,13.72,,,80.82,,,,,,,,,6.44,,,
344,2020-12-03 17:24:39,4.0,en,2020-12-03 17:23:17,2020-12-03 17:24:39,Spain,,No,No,No,No,No,Marketing,Male,Associate Professor,,University,,11-20,None of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,84.86,24.52,,,,,,13.75,,,40.28,,,,,,,,,6.31,,,
345,2020-12-03 17:27:51,4.0,en,2020-12-03 17:23:35,2020-12-03 17:27:51,Russian Federation,,Yes,Yes,Yes,Yes,No,,Male,Business or industry professional,,Non-university research institution,,21+,Some of these articles were also deposited as working paper*,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Strongly agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Agree,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Strongly disagree,,,,,,,,,,258.57,50.75,,,,,,24.81,,,164.66,,,,,,,,,18.35,,,
346,2020-12-03 17:39:55,4.0,en,2020-12-03 17:30:34,2020-12-03 17:39:55,United States of America,,No,No,No,No,No,Agricultural Economics,Male,Assistant Professor,,University,,6-10,Some of these articles were also deposited as working paper*,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,563.46,122.66,,,,,,95.75,,,331.79,,,,,,,,,13.26,,,
347,2020-12-03 17:35:31,4.0,en,2020-12-03 17:32:30,2020-12-03 17:35:31,Canada,,No,No,Yes,No,No,,Male,Associate Professor,,University,,3-5,All of these articles were also deposited as working paper*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Neutral,,,,,,,,,,,,,,,,,,,182.89,45.53,,,,,,28.28,,,86.51,,,,,,,,,22.57,,,
